mGL-A,mGL-H,cond,replicate,sampleNum
14733,5506,mGL,1,3
1845,1160,mGL,0,3
1437,875,mGL,0,1
138,100,mGL,2,1
1824,754,mGL,1,4
1253,550,mGL,1,1
4244,2609,mGL,0,2
2520,1517,mGL,1,1
6053,4131,mGL,1,4
2665,1445,mGL,0,3
574,277,mGL,2,1
1452,972,mGL,0,2
26,67,mGL,0,3
2120,1137,mGL,0,3
14314,7431,mGL,0,3
23348,9766,mGL,0,3
221,101,mGL,0,3
7539,5077,mGL,1,1
11693,6043,mGL,1,1
16607,7447,mGL,1,2
218,104,mGL,2,3
7622,3908,mGL,0,2
5757,3138,mGL,0,2
1638,1168,mGL,0,3
7,42,mGL,1,4
793,592,mGL,0,2
6634,3487,mGL,2,1
7193,4575,mGL,1,2
60,112,mGL,0,2
2315,1236,mGL,2,1
1722,1039,mGL,2,4
137,95,mGL,0,3
3829,2594,mGL,1,3
559,314,mGL,0,1
5,78,mGL,2,1
99,91,mGL,2,4
66,51,mGL,2,3
13510,7852,mGL,1,1
93,88,mGL,1,3
1132,739,mGL,0,3
1626,1078,mGL,0,2
13499,7759,mGL,1,4
19,51,mGL,1,2
221,87,mGL,0,2
1839,1137,mGL,0,3
5598,3492,mGL,0,2
11874,6523,mGL,0,1
290,212,mGL,0,2
3681,2149,mGL,0,1
1460,863,mGL,1,3
10580,4159,mGL,0,1
1802,1207,mGL,1,4
5054,2684,mGL,1,2
2048,982,mGL,2,3
4191,2480,mGL,1,2
199,113,mGL,0,3
154,212,mGL,1,1
5996,3227,mGL,0,3
7360,4838,mGL,0,3
13444,8746,mGL,0,3
87,96,mGL,0,2
1124,763,mGL,0,3
1795,1113,mGL,1,1
78,74,mGL,0,2
1175,555,mGL,0,2
3481,1856,mGL,1,4
1036,658,mGL,2,3
752,477,mGL,1,3
965,487,mGL,2,2
1176,833,mGL,0,1
5067,3398,mGL,1,2
5756,2713,mGL,0,3
307,200,mGL,0,2
78,76,mGL,1,3
2522,1839,mGL,1,1
894,687,mGL,2,4
7278,4175,mGL,2,2
4415,2577,mGL,0,3
22,63,mGL,2,1
1271,766,mGL,0,2
3567,1901,mGL,1,1
203,135,mGL,0,3
85,70,mGL,0,1
41274,21763,mGL,1,1
108,89,mGL,2,1
15220,7185,mGL,1,1
1081,636,mGL,2,3
1374,629,mGL,0,3
3205,2067,mGL,0,1
79,63,mGL,1,4
245,93,mGL,1,3
78,83,mGL,1,3
993,649,mGL,0,2
7082,4432,mGL,1,4
2899,1954,mGL,0,2
94,74,mGL,0,1
30,67,mGL,2,1
7410,5023,mGL,1,3
3149,1723,mGL,0,2
134,84,mGL,0,3
20,48,mGL,0,1
343,276,mGL,0,1
25333,11500,mGL,0,1
2132,1279,mGL,0,3
86,74,mGL,0,1
1462,1016,mGL,1,1
1491,1029,mGL,0,2
2057,1236,mGL,1,3
4354,2062,mGL,1,1
4061,2194,mGL,1,2
1136,501,mGL,0,2
6576,3546,mGL,0,3
492,344,mGL,0,1
1636,1109,mGL,1,4
62,127,mGL,0,2
209,142,mGL,1,2
859,388,mGL,2,3
15920,6393,mGL,1,2
2156,1573,mGL,0,1
3295,1965,mGL,0,3
15576,7531,mGL,1,4
3754,1668,mGL,0,3
92,119,mGL,0,3
2289,1276,mGL,2,1
1356,1031,mGL,0,3
3681,2691,mGL,1,4
59,68,mGL,1,1
1147,852,mGL,0,3
78,89,mGL,2,4
113,67,mGL,1,1
788,378,mGL,2,1
6250,3569,mGL,2,2
2641,1300,mGL,1,3
550,266,mGL,1,2
7978,3469,mGL,2,3
40,55,mGL,1,3
112,74,mGL,2,4
1124,345,mGL,1,1
3654,2105,mGL,1,4
11778,7493,mGL,0,1
12158,5874,mGL,0,2
829,559,mGL,0,3
4225,2252,mGL,0,1
8407,4920,mGL,0,1
1995,1354,mGL,1,1
2717,1838,mGL,1,4
5281,3239,mGL,0,3
6749,4504,mGL,2,3
103,73,mGL,2,3
1248,752,mGL,2,1
478,261,mGL,0,2
4658,2865,mGL,1,1
2231,1320,mGL,2,1
2347,1198,mGL,2,1
1515,883,mGL,2,4
11796,6243,mGL,0,1
1267,884,mGL,1,1
5109,2382,mGL,2,3
169,67,mGL,1,4
516,271,mGL,1,4
160,108,mGL,0,3
11098,4874,mGL,0,1
1,74,mGL,0,2
117,126,mGL,0,2
6582,3326,mGL,0,1
66,101,mGL,2,3
689,476,mGL,0,2
550,339,mGL,0,1
192,92,mGL,2,1
11999,6139,mGL,1,1
415,318,mGL,1,1
16244,6322,mGL,1,3
16237,9912,mGL,1,4
81,90,mGL,0,3
1325,651,mGL,2,1
5989,3892,mGL,1,2
2794,1705,mGL,1,1
12184,5661,mGL,1,4
21774,11683,mGL,1,1
2733,1419,mGL,1,1
1719,1056,mGL,1,3
1246,707,mGL,1,2
3142,2140,mGL,1,3
37107,17255,mGL,1,1
2466,1453,mGL,0,2
198,126,mGL,2,4
33,51,mGL,0,1
1343,671,mGL,2,1
3214,1782,mGL,0,2
8205,5365,mGL,1,1
3974,2653,mGL,0,2
4019,1881,mGL,0,2
3474,2238,mGL,0,1
124,65,mGL,0,1
1107,618,mGL,1,3
1703,1124,mGL,0,1
7668,3720,mGL,2,1
12041,5553,mGL,1,1
81,68,mGL,2,1
5117,2369,mGL,2,4
1518,653,mGL,2,4
136,76,mGL,0,3
16592,10441,mGL,1,3
6056,2925,mGL,1,1
7583,3252,mGL,0,1
10961,6515,mGL,1,1
11506,3740,mGL,1,3
785,448,mGL,1,4
1135,691,mGL,0,3
7810,4068,mGL,0,3
81,77,mGL,0,3
2539,1458,mGL,1,4
13521,5395,mGL,2,3
124,76,mGL,0,2
272,102,mGL,2,2
9660,4107,mGL,2,4
6972,4720,mGL,1,3
1254,853,mGL,0,1
1140,761,mGL,0,3
1889,1069,mGL,0,2
2031,1203,mGL,1,4
3218,1997,mGL,2,1
111,60,mGL,1,4
4070,2783,mGL,1,3
179,78,mGL,1,2
235,220,mGL,2,3
56,87,mGL,1,3
33,97,mGL,2,4
956,510,mGL,0,2
1665,992,mGL,0,3
107,51,mGL,1,1
100,71,mGL,0,3
4167,2812,mGL,0,3
883,602,mGL,0,3
1508,883,mGL,1,2
203,109,mGL,2,4
5036,2187,mGL,1,4
13027,7357,mGL,0,3
1853,1329,mGL,0,2
2149,1050,mGL,1,3
1211,650,mGL,0,2
646,390,mGL,0,3
722,378,mGL,2,1
2855,1716,mGL,0,2
1440,839,mGL,0,2
29,55,mGL,2,2
403,227,mGL,0,3
110,72,mGL,0,2
2706,1406,mGL,0,1
5902,3612,mGL,1,3
153479,60392,mGL,1,2
1070,776,mGL,0,1
186,187,mGL,2,4
496,261,mGL,0,2
2359,1748,mGL,1,2
24,54,mGL,2,1
2640,1579,mGL,0,3
852,470,mGL,2,4
412,247,mGL,1,4
59,81,mGL,2,4
141,103,mGL,2,3
675,471,mGL,2,1
52,57,mGL,1,1
8431,5848,mGL,1,3
1549,1047,mGL,0,2
857,495,mGL,2,2
122,85,mGL,0,3
5836,3342,mGL,2,2
239,163,mGL,1,1
30222,13598,mGL,2,3
133,105,mGL,0,1
1834,796,mGL,1,1
204,214,mGL,0,1
10545,5296,mGL,0,1
3458,1939,mGL,0,3
1368,762,mGL,0,2
24198,11939,mGL,1,3
2301,1324,mGL,1,2
3780,2493,mGL,1,4
4345,2502,mGL,0,3
11107,5801,mGL,1,2
4065,2637,mGL,0,3
273,87,mGL,0,1
1495,1018,mGL,0,3
217,113,mGL,1,1
34,66,mGL,1,2
182,96,mGL,2,2
62,69,mGL,2,2
679,488,mGL,1,4
33,111,mGL,2,1
8826,4271,mGL,0,3
2416,1695,mGL,2,4
474,195,mGL,2,1
5295,2254,mGL,2,2
85,110,mGL,0,1
576,349,mGL,2,1
6517,4407,mGL,1,2
1035,778,mGL,1,3
3679,1814,mGL,1,3
4314,2029,mGL,1,1
194,125,mGL,1,3
3969,2394,mGL,1,2
2777,2025,mGL,1,2
11165,7394,mGL,1,4
1688,1058,mGL,0,1
1555,900,mGL,0,3
81,71,mGL,2,1
1757,994,mGL,2,1
605,514,mGL,2,1
4169,2809,mGL,1,2
32,65,mGL,0,2
68,74,mGL,1,3
116,60,mGL,2,4
9907,4330,mGL,0,1
118,86,mGL,2,4
40065,19941,mGL,1,3
1275,768,mGL,1,2
423,255,mGL,1,1
15244,9108,mGL,1,1
3053,1693,mGL,0,3
2176,1217,mGL,0,2
34715,16666,mGL,1,1
26223,10373,mGL,2,1
4505,1881,mGL,1,4
3207,1743,mGL,2,3
2232,1415,mGL,0,2
55,59,mGL,1,1
12302,7902,mGL,2,3
3446,2033,mGL,0,3
1958,1213,mGL,2,3
1313,799,mGL,0,2
4902,3113,mGL,2,3
2177,1276,mGL,0,3
3615,2192,mGL,0,1
12,60,mGL,2,1
2936,1668,mGL,2,2
1994,1123,mGL,1,1
111,132,mGL,0,3
714,343,mGL,2,2
76,89,mGL,2,4
2293,1673,mGL,0,3
1281,794,mGL,0,3
16,61,mGL,2,2
428,211,mGL,1,4
977,612,mGL,0,2
13418,8554,mGL,1,4
2076,924,mGL,2,4
89,120,mGL,0,2
571,372,mGL,1,3
6736,3478,mGL,0,1
94,97,mGL,1,1
5115,3617,mGL,2,3
1995,1004,mGL,0,1
3193,1821,mGL,1,1
193,102,mGL,2,3
13,66,mGL,0,3
148,78,mGL,1,1
194,88,mGL,1,4
1560,1027,mGL,1,3
3948,2375,mGL,1,1
3206,1630,mGL,0,2
1125,767,mGL,1,2
541,268,mGL,0,3
339,235,mGL,0,1
3206,2146,mGL,2,4
4841,2452,mGL,1,4
3193,1920,mGL,0,2
1817,1149,mGL,1,4
2938,1687,mGL,2,4
4204,2866,mGL,1,2
2613,1724,mGL,1,3
3556,1913,mGL,2,2
459,311,mGL,2,1
79,83,mGL,1,2
21974,10470,mGL,2,2
938,795,mGL,1,1
2422,1356,mGL,0,2
100,58,mGL,0,2
2235,1306,mGL,0,3
1169,766,mGL,1,1
108,85,mGL,0,3
1204,909,mGL,1,3
23,46,mGL,2,1
5432,2754,mGL,1,1
68,69,mGL,0,2
1141,601,mGL,1,4
1953,870,mGL,0,1
3261,1727,mGL,1,4
61,63,mGL,2,1
13892,8960,mGL,0,3
5970,3169,mGL,0,2
4680,1973,mGL,1,1
5065,3423,mGL,1,1
1798,955,mGL,1,3
12250,6858,mGL,1,4
1443,617,mGL,0,3
23409,10359,mGL,1,4
25191,15693,mGL,0,2
132,91,mGL,2,2
5504,3352,mGL,0,2
4643,2712,mGL,0,1
1226,503,mGL,0,2
138,74,mGL,1,2
108,93,mGL,2,2
42,70,mGL,2,4
1328,593,mGL,1,4
6,26,mGL,0,2
4773,2946,mGL,0,1
6904,4238,mGL,2,4
145,139,mGL,1,2
2993,2035,mGL,1,2
5412,3504,mGL,0,2
882,554,mGL,0,2
4543,2703,mGL,1,2
5402,4013,mGL,1,3
301,261,mGL,1,2
725,553,mGL,0,1
481,133,mGL,2,4
103,116,mGL,1,1
886,542,mGL,2,3
901,572,mGL,1,2
174,78,mGL,0,1
192,127,mGL,2,2
3435,2249,mGL,1,4
3429,2053,mGL,0,3
15,60,mGL,2,3
7531,4342,mGL,1,1
1083,651,mGL,0,3
48602,27506,mGL,1,1
905,661,mGL,0,2
1822,1239,mGL,2,4
5352,3346,mGL,1,3
3522,1954,mGL,0,3
3729,2024,mGL,0,1
1310,680,mGL,1,4
124,98,mGL,1,4
2090,1472,mGL,1,3
33,79,mGL,0,2
71,101,mGL,2,4
13575,6401,mGL,1,2
3668,1724,mGL,0,2
221579,75105,mGL,1,2
3128,2109,mGL,0,2
1819,1206,mGL,0,1
1821,809,mGL,0,2
3,53,mGL,2,2
227,98,mGL,1,1
141,139,mGL,0,3
22,59,mGL,1,2
8184,4707,mGL,1,2
1823,886,mGL,0,2
709,547,mGL,0,1
104,91,mGL,2,3
867,570,mGL,1,4
10770,6644,mGL,2,3
14481,8228,mGL,0,3
5651,3551,mGL,1,2
481,309,mGL,0,3
8998,4703,mGL,1,1
14112,9976,mGL,1,3
597,323,mGL,0,2
2638,1495,mGL,0,2
369,256,mGL,0,3
58,56,mGL,2,1
23755,14120,mGL,2,3
2757,1728,mGL,1,4
486,271,mGL,1,4
8330,5080,mGL,1,1
1855,1095,mGL,0,3
2343,980,mGL,1,2
212,81,mGL,0,1
40,70,mGL,2,3
935,540,mGL,0,1
6929,2494,mGL,0,1
2930,1409,mGL,2,2
2403,1603,mGL,1,2
1119,722,mGL,0,2
84,53,mGL,0,1
1189,546,mGL,0,2
207,148,mGL,2,1
13175,8640,mGL,1,4
533,251,mGL,2,3
1070,591,mGL,0,2
157,212,mGL,2,3
3630,1410,mGL,1,3
13,75,mGL,2,4
7092,4405,mGL,1,1
4957,2115,mGL,1,1
2246,1399,mGL,1,1
604,303,mGL,1,2
3486,1997,mGL,1,4
124,106,mGL,0,1
3872,2356,mGL,2,1
1371,685,mGL,1,4
569,331,mGL,0,1
5384,3503,mGL,1,4
460,283,mGL,2,1
1899,1119,mGL,0,2
112,67,mGL,0,1
45,74,mGL,1,4
11104,5849,mGL,0,2
63,59,mGL,2,2
2057,1079,mGL,1,1
60,126,mGL,0,1
2461,1313,mGL,2,3
12,56,mGL,2,2
1429,992,mGL,0,2
3185,1544,mGL,0,2
886,547,mGL,2,4
89,128,mGL,0,3
6604,2971,mGL,2,1
42,73,mGL,2,4
3127,1558,mGL,0,1
74,117,mGL,2,1
42,76,mGL,2,1
2082,1096,mGL,0,3
3587,2192,mGL,0,3
1031,516,mGL,0,1
13544,4414,mGL,2,2
3085,1586,mGL,0,3
202,149,mGL,0,1
6428,4675,mGL,1,1
2036,1091,mGL,0,1
15768,5817,mGL,2,3
183,99,mGL,0,3
18126,7807,mGL,2,1
1065,499,mGL,0,1
770,517,mGL,0,3
791,591,mGL,2,2
6313,3953,mGL,0,1
213,85,mGL,2,4
22,82,mGL,0,1
1609,766,mGL,2,4
24,81,mGL,2,2
307,126,mGL,2,4
4274,1904,mGL,2,1
687,445,mGL,0,3
5068,2215,mGL,2,1
4772,2730,mGL,0,3
25,56,mGL,0,3
782,452,mGL,2,4
41,87,mGL,0,1
2767,1947,mGL,1,1
871,608,mGL,0,1
9030,6663,mGL,1,3
7615,3594,mGL,2,3
119,76,mGL,2,2
25395,9249,mGL,0,2
6843,3442,mGL,2,1
2345,1755,mGL,0,2
423,284,mGL,0,2
162,90,mGL,0,2
8940,3481,mGL,1,3
254,138,mGL,2,3
104,105,mGL,2,3
393,133,mGL,2,4
3271,1921,mGL,2,4
52,52,mGL,2,3
24921,16084,mGL,1,2
286,98,mGL,2,3
230,108,mGL,2,3
14109,8125,mGL,0,2
118,87,mGL,2,1
7109,4166,mGL,1,4
405,317,mGL,1,2
1364,841,mGL,0,3
2625,1760,mGL,0,3
221,139,mGL,1,2
97,69,mGL,2,3
14,59,mGL,1,1
1649,1055,mGL,0,3
1,71,mGL,0,1
326,205,mGL,0,2
49,63,mGL,1,1
2479,1427,mGL,2,3
86,83,mGL,0,3
2789,1860,mGL,1,3
3513,1325,mGL,2,3
43,108,mGL,2,3
138,93,mGL,2,4
219,144,mGL,0,2
260,134,mGL,0,3
2608,1277,mGL,2,1
1227,859,mGL,0,2
801,538,mGL,0,1
2705,1371,mGL,1,3
111,97,mGL,2,2
1084,662,mGL,2,1
1293,916,mGL,2,2
27,81,mGL,2,4
129,111,mGL,0,3
2419,1648,mGL,0,1
234,133,mGL,0,2
216,68,mGL,0,1
176,91,mGL,1,2
2152,1079,mGL,0,1
2,42,mGL,2,2
1132,772,mGL,0,3
28,75,mGL,0,2
10904,6606,mGL,1,1
217,285,mGL,2,4
74,47,mGL,2,1
107,136,mGL,1,3
3625,2584,mGL,0,3
553,395,mGL,0,1
3251,1992,mGL,0,3
4,82,mGL,1,4
5839,2100,mGL,2,3
2089,1136,mGL,0,1
1375,766,mGL,0,1
1329,866,mGL,1,4
12983,5443,mGL,1,1
16420,7435,mGL,0,1
152,85,mGL,2,2
3773,2600,mGL,0,2
1291,610,mGL,2,2
932,653,mGL,0,3
8017,4810,mGL,1,3
12809,9252,mGL,1,4
97,78,mGL,2,2
167,100,mGL,0,2
1701,888,mGL,0,1
67,50,mGL,0,3
3619,1858,mGL,1,1
1853,1080,mGL,0,2
152,73,mGL,0,1
113,99,mGL,2,2
920,435,mGL,0,3
714,431,mGL,0,2
121,114,mGL,0,1
8851,4438,mGL,1,3
1725,1128,mGL,0,3
5258,3052,mGL,0,1
1762,1167,mGL,1,2
1876,1058,mGL,0,1
52,80,mGL,0,2
556,298,mGL,0,1
146,77,mGL,0,3
7624,3033,mGL,0,3
2806,1847,mGL,0,2
11429,6751,mGL,0,2
95,72,mGL,1,2
120,100,mGL,0,3
2,101,mGL,0,2
2800,1951,mGL,1,4
2229,1461,mGL,0,1
752,498,mGL,2,1
1443,942,mGL,1,1
175,79,mGL,2,3
2712,1490,mGL,1,2
25233,14778,mGL,0,1
1408,706,mGL,0,1
8,59,mGL,2,1
536,309,mGL,1,4
11916,7601,mGL,1,3
1185,689,mGL,2,1
116,97,mGL,0,3
286,203,mGL,2,2
66,70,mGL,2,3
5236,2708,mGL,2,2
1622,605,mGL,1,3
2199,1129,mGL,0,2
4122,2313,mGL,1,1
642,400,mGL,0,3
118,94,mGL,1,4
3768,1925,mGL,0,1
52,78,mGL,2,4
6820,2824,mGL,1,3
18,78,mGL,1,4
17720,9099,mGL,1,3
11763,7396,mGL,1,2
2578,1404,mGL,2,3
3935,2284,mGL,0,2
209,91,mGL,0,2
115,106,mGL,2,1
230,69,mGL,1,4
6032,3530,mGL,0,1
288,153,mGL,2,1
2065,1365,mGL,0,3
4508,2851,mGL,1,2
7429,4941,mGL,0,2
2859,1661,mGL,0,3
465,232,mGL,0,3
7118,3489,mGL,0,3
4735,2971,mGL,0,3
411,284,mGL,0,2
321,153,mGL,2,3
2185,1504,mGL,0,2
7950,3956,mGL,1,2
5301,3087,mGL,0,1
39,65,mGL,2,1
19693,8494,mGL,0,2
355,115,mGL,2,4
10212,4912,mGL,1,2
908,600,mGL,0,3
11932,8182,mGL,1,1
2049,1329,mGL,0,1
8838,5315,mGL,1,4
3912,1637,mGL,1,2
2460,1629,mGL,0,1
6909,3008,mGL,2,4
485,236,mGL,2,4
2900,1675,mGL,2,2
2427,1685,mGL,0,3
143,98,mGL,2,1
6698,4305,mGL,1,1
1414,850,mGL,0,3
279,151,mGL,2,4
8886,4702,mGL,0,1
55,66,mGL,2,3
1149,725,mGL,0,1
1668,1131,mGL,0,1
6694,4170,mGL,0,1
12854,6933,mGL,1,1
161,100,mGL,2,3
2192,1344,mGL,2,1
1072,821,mGL,2,4
60,92,mGL,2,1
58,73,mGL,2,1
70,79,mGL,1,4
2,93,mGL,1,1
425,152,mGL,2,2
429,401,mGL,1,1
1140,719,mGL,1,2
9167,5273,mGL,1,1
2719,1278,mGL,1,1
18782,12434,mGL,0,2
37,45,mGL,0,1
8,59,mGL,1,1
5562,3247,mGL,0,2
121,112,mGL,2,4
88,79,mGL,2,2
21,47,mGL,2,3
3012,1875,mGL,0,2
3312,2219,mGL,0,3
20,41,mGL,1,1
8801,3972,mGL,0,2
1406,875,mGL,2,2
10774,6928,mGL,1,2
121,87,mGL,0,1
7313,3465,mGL,2,4
14795,8986,mGL,1,1
1552,880,mGL,0,2
15,70,mGL,1,2
3832,1765,mGL,1,2
5938,3595,mGL,0,2
1092,632,mGL,0,3
1444,1030,mGL,1,1
171,69,mGL,2,1
451,203,mGL,2,4
891,517,mGL,2,4
2979,1571,mGL,0,1
811,523,mGL,0,3
3620,2233,mGL,1,2
442,223,mGL,0,2
109,95,mGL,1,2
1130,746,mGL,0,2
379,284,mGL,0,1
21,65,mGL,2,3
119,72,mGL,1,2
7823,2812,mGL,2,4
84,64,mGL,1,2
1139,719,mGL,2,1
1348,1007,mGL,1,2
2211,1348,mGL,2,4
333,201,mGL,1,3
62,51,mGL,0,2
183,104,mGL,0,2
1070,771,mGL,2,3
123,74,mGL,1,3
4006,2495,mGL,0,2
108,73,mGL,2,2
2272,1229,mGL,1,2
7604,4785,mGL,1,3
2412,1568,mGL,0,2
76,80,mGL,0,3
2103,1447,mGL,0,2
2293,1030,mGL,0,1
230,128,mGL,1,4
8,72,mGL,1,1
18,74,mGL,1,4
449,269,mGL,0,3
2360,1136,mGL,2,4
9,63,mGL,0,2
60396,25854,mGL,1,3
2650,1780,mGL,1,3
1163,796,mGL,0,1
77,61,mGL,2,1
2265,1313,mGL,2,2
2081,1278,mGL,0,3
31,99,mGL,1,1
997,612,mGL,2,1
125,101,mGL,0,1
3432,1916,mGL,0,2
1354,734,mGL,0,2
5262,2676,mGL,1,2
1152,692,mGL,1,3
678,387,mGL,2,1
7496,4322,mGL,2,1
45594,20223,mGL,1,3
69,70,mGL,2,4
580,340,mGL,0,3
140,100,mGL,2,4
259,201,mGL,1,4
7003,2764,mGL,2,2
145,72,mGL,1,2
4967,1486,mGL,1,1
2140,1259,mGL,0,1
4745,2957,mGL,1,4
730,434,mGL,0,2
12138,7031,mGL,1,3
450,348,mGL,0,2
1705,984,mGL,1,4
511,398,mGL,1,3
83,88,mGL,0,3
121,106,mGL,2,3
2341,1359,mGL,0,2
306,136,mGL,1,2
3068,1698,mGL,1,1
1459,1012,mGL,1,1
10346,5850,mGL,0,2
1791,947,mGL,1,4
4275,3127,mGL,2,1
17,50,mGL,1,4
9879,6548,mGL,1,3
5075,3133,mGL,0,1
3269,1610,mGL,1,2
4732,2871,mGL,2,2
2784,1345,mGL,1,1
147,75,mGL,2,2
90,54,mGL,0,3
160,77,mGL,2,2
1011,411,mGL,0,1
1642,1059,mGL,2,2
1727,672,mGL,1,4
664,406,mGL,1,1
23,48,mGL,1,2
2770,2014,mGL,1,2
271,99,mGL,0,2
1813,906,mGL,0,2
5184,3229,mGL,0,1
1319,917,mGL,0,3
2606,1530,mGL,0,3
6033,2957,mGL,2,2
303,214,mGL,0,3
1327,776,mGL,0,3
24975,12283,mGL,1,2
923,590,mGL,0,2
74,65,mGL,2,1
2798,1524,mGL,0,1
3420,2257,mGL,1,3
26138,11538,mGL,2,3
601,468,mGL,0,3
296,200,mGL,0,3
15100,9773,mGL,1,1
3358,1553,mGL,2,2
2112,1199,mGL,0,1
3823,1510,mGL,0,3
2455,1337,mGL,0,2
3583,1912,mGL,2,4
8259,4765,mGL,1,2
397,330,mGL,1,3
36218,13595,mGL,1,2
1416,661,mGL,2,1
910,490,mGL,2,1
3608,2013,mGL,2,2
220,114,mGL,2,4
1592,1122,mGL,1,3
120,135,mGL,1,4
2879,1454,mGL,2,4
219,179,mGL,1,4
71,94,mGL,1,1
895,405,mGL,0,3
660,299,mGL,2,3
907,209,mGL,1,4
833,359,mGL,2,1
71,87,mGL,0,3
1379,706,mGL,2,1
4672,2231,mGL,0,3
110,112,mGL,1,1
7844,4321,mGL,1,1
65,101,mGL,2,3
6778,4672,mGL,1,2
1586,824,mGL,1,4
404,161,mGL,2,4
3764,2032,mGL,0,1
8633,5131,mGL,1,3
111,54,mGL,1,2
660,444,mGL,0,1
1173,677,mGL,1,4
55,53,mGL,1,4
4322,2211,mGL,1,3
1381,639,mGL,0,2
7193,3641,mGL,0,2
4128,2397,mGL,1,3
543,328,mGL,0,3
98,62,mGL,1,1
25,43,mGL,1,2
193,98,mGL,0,3
608,400,mGL,1,1
7388,4808,mGL,1,3
2659,1354,mGL,0,1
3863,2253,mGL,2,2
14864,7510,mGL,1,2
1315,847,mGL,2,1
64,53,mGL,1,2
50,63,mGL,2,4
4580,2916,mGL,0,2
2424,1609,mGL,0,1
5317,3750,mGL,0,3
3512,2110,mGL,0,2
70,56,mGL,2,2
10101,4227,mGL,2,3
12289,6599,mGL,2,2
1761,1112,mGL,2,1
110,101,mGL,2,2
3509,2201,mGL,0,1
1349,814,mGL,0,1
875,548,mGL,0,1
1136,637,mGL,2,4
10365,6796,mGL,1,1
96,71,mGL,2,3
19897,8304,mGL,2,1
3259,2258,mGL,0,3
26702,18038,mGL,1,2
1537,832,mGL,0,3
2208,1258,mGL,0,1
4312,2905,mGL,1,2
124,66,mGL,0,3
14,82,mGL,0,2
252,254,mGL,2,2
1929,1378,mGL,0,2
51,84,mGL,0,2
8848,5389,mGL,1,4
5438,3465,mGL,1,1
1871,1149,mGL,1,2
81,73,mGL,0,2
4950,2848,mGL,0,2
174,150,mGL,0,3
13480,7724,mGL,0,1
34,69,mGL,2,2
81,92,mGL,1,3
2544,1913,mGL,1,3
2587,1606,mGL,0,1
8883,5150,mGL,1,2
3789,1967,mGL,0,2
1236,739,mGL,0,1
2825,1542,mGL,2,2
3717,2441,mGL,2,2
3006,1865,mGL,0,3
1652,1163,mGL,0,2
26870,10966,mGL,2,4
3409,2290,mGL,2,4
5964,3906,mGL,1,2
4791,2623,mGL,1,3
560,305,mGL,0,2
3569,1854,mGL,1,1
62,68,mGL,1,3
70,57,mGL,2,4
249,134,mGL,2,3
4752,3017,mGL,0,2
13918,6696,mGL,1,2
8539,5289,mGL,1,4
3553,2193,mGL,0,2
227,162,mGL,2,1
2846,1294,mGL,0,1
2624,1638,mGL,0,3
7880,4611,mGL,0,2
4738,2879,mGL,0,1
86,64,mGL,0,1
31,58,mGL,0,2
1440,958,mGL,0,2
174,99,mGL,0,1
2666,1540,mGL,2,2
2929,1631,mGL,1,1
48618,28471,mGL,1,4
674,543,mGL,2,1
4449,2189,mGL,2,4
2851,1497,mGL,0,2
76,67,mGL,2,3
17927,8529,mGL,0,3
4011,2948,mGL,1,1
114,67,mGL,1,2
86,81,mGL,1,4
26,86,mGL,2,1
2402,1513,mGL,2,4
2997,2142,mGL,1,2
5529,2953,mGL,2,2
2029,1438,mGL,1,1
3160,2190,mGL,0,1
7986,4286,mGL,1,1
6322,3681,mGL,0,1
10622,5447,mGL,1,4
945,581,mGL,1,4
918,582,mGL,0,3
760,472,mGL,1,4
9778,5575,mGL,0,1
7825,4241,mGL,1,4
61,57,mGL,0,2
2186,1254,mGL,1,3
21895,11262,mGL,2,1
153,68,mGL,0,1
148,92,mGL,1,4
8230,4936,mGL,0,1
1084,700,mGL,0,3
1912,1305,mGL,0,1
5246,3435,mGL,0,1
45619,22673,mGL,1,1
13396,8781,mGL,0,2
861,687,mGL,1,4
17,69,mGL,0,1
2169,1144,mGL,2,3
5457,3184,mGL,0,1
16493,8042,mGL,1,1
1607,1164,mGL,1,4
3164,1686,mGL,1,1
1544,650,mGL,2,2
4121,2467,mGL,0,2
1232,764,mGL,2,4
35,46,mGL,1,4
2238,1007,mGL,0,1
18007,12960,mGL,0,1
1391,901,mGL,1,1
2066,1369,mGL,2,4
8309,5170,mGL,0,3
3493,1909,mGL,0,3
130,86,mGL,2,2
1785,855,mGL,0,1
107,73,mGL,2,1
671,465,mGL,2,1
3306,2005,mGL,1,3
43,50,mGL,0,3
3247,2024,mGL,1,3
149,88,mGL,1,2
1678,975,mGL,2,1
8737,4062,mGL,0,3
1583,1104,mGL,2,2
66,46,mGL,2,4
107,113,mGL,1,3
1020,539,mGL,0,2
4094,2072,mGL,2,1
16296,6696,mGL,1,1
8320,4184,mGL,1,2
42,61,mGL,2,1
2017,958,mGL,0,2
1283,545,mGL,1,3
82,55,mGL,2,2
2646,1704,mGL,0,3
2722,1847,mGL,1,2
2876,1351,mGL,0,2
4903,2482,mGL,0,3
2897,1834,mGL,1,1
21,55,mGL,2,1
3698,2123,mGL,2,3
7887,4657,mGL,0,1
264,210,mGL,2,4
1217,801,mGL,1,2
2244,1117,mGL,0,1
165,89,mGL,2,2
3141,2096,mGL,1,4
193,99,mGL,2,2
2361,1294,mGL,0,3
8109,4273,mGL,2,3
2884,1779,mGL,1,4
6891,4424,mGL,1,1
2038,1188,mGL,1,4
3161,2137,mGL,1,4
