mGL-A,mGL-H,cond,replicate,sampleNum
8560,5054,mGL-WPRE,1,4
5109,2342,mGL-WPRE,2,2
4820,2735,mGL-WPRE,0,3
9646,5402,mGL-WPRE,0,2
33,82,mGL-WPRE,0,3
4204,2267,mGL-WPRE,0,2
126058,60208,mGL-WPRE,1,3
987,470,mGL-WPRE,0,1
660,385,mGL-WPRE,0,1
119,78,mGL-WPRE,0,2
4086,2297,mGL-WPRE,0,2
99898,48952,mGL-WPRE,2,3
27160,18154,mGL-WPRE,1,3
25145,14029,mGL-WPRE,1,4
75944,38211,mGL-WPRE,1,4
53325,30874,mGL-WPRE,1,3
209,279,mGL-WPRE,2,2
8911,5863,mGL-WPRE,0,1
4085,2833,mGL-WPRE,2,4
62571,37318,mGL-WPRE,2,1
28737,15941,mGL-WPRE,1,4
32658,17194,mGL-WPRE,1,2
51745,27075,mGL-WPRE,0,2
8406,5307,mGL-WPRE,0,2
43000,24997,mGL-WPRE,1,4
7501,5064,mGL-WPRE,2,3
18,60,mGL-WPRE,2,4
13593,9038,mGL-WPRE,1,3
71245,40777,mGL-WPRE,1,3
13136,8474,mGL-WPRE,0,2
9965,3915,mGL-WPRE,2,3
18,49,mGL-WPRE,2,2
34078,20086,mGL-WPRE,0,3
94950,37663,mGL-WPRE,2,2
4493,3523,mGL-WPRE,0,3
22719,13219,mGL-WPRE,2,1
57400,37112,mGL-WPRE,0,3
174301,71266,mGL-WPRE,1,3
3508,2645,mGL-WPRE,1,1
73300,36139,mGL-WPRE,1,3
447,219,mGL-WPRE,0,3
78615,36653,mGL-WPRE,0,3
104806,51514,mGL-WPRE,1,2
56673,27844,mGL-WPRE,1,3
1835,1348,mGL-WPRE,0,2
5466,2627,mGL-WPRE,0,3
26780,12912,mGL-WPRE,1,3
21321,7006,mGL-WPRE,2,3
63305,37426,mGL-WPRE,1,4
294,153,mGL-WPRE,0,3
14385,10205,mGL-WPRE,2,3
7664,4421,mGL-WPRE,2,4
10350,7712,mGL-WPRE,1,1
6146,4541,mGL-WPRE,0,3
14843,9603,mGL-WPRE,1,3
40886,23206,mGL-WPRE,0,1
58,59,mGL-WPRE,2,1
952,460,mGL-WPRE,0,3
40216,23921,mGL-WPRE,0,1
7788,4779,mGL-WPRE,2,3
701,445,mGL-WPRE,0,1
35780,20821,mGL-WPRE,1,1
17941,9696,mGL-WPRE,2,1
1264,1079,mGL-WPRE,2,1
7847,4242,mGL-WPRE,1,1
2839,1753,mGL-WPRE,0,1
1214,727,mGL-WPRE,0,2
680,331,mGL-WPRE,0,3
8638,5752,mGL-WPRE,1,2
23302,12570,mGL-WPRE,2,4
28122,18081,mGL-WPRE,1,4
24851,12591,mGL-WPRE,2,2
307,141,mGL-WPRE,1,2
55591,29311,mGL-WPRE,0,2
31078,22906,mGL-WPRE,0,1
24008,10712,mGL-WPRE,2,1
11377,6158,mGL-WPRE,2,2
2592,1384,mGL-WPRE,0,2
29950,17782,mGL-WPRE,2,3
3350,2182,mGL-WPRE,0,1
19712,13741,mGL-WPRE,0,2
10,81,mGL-WPRE,2,1
692,396,mGL-WPRE,2,2
19762,12215,mGL-WPRE,1,1
11759,8167,mGL-WPRE,2,2
38073,26825,mGL-WPRE,1,1
33065,22025,mGL-WPRE,1,1
7814,4634,mGL-WPRE,2,2
11489,7793,mGL-WPRE,1,2
20636,13508,mGL-WPRE,2,3
18392,11971,mGL-WPRE,2,1
31649,18541,mGL-WPRE,0,3
21496,13568,mGL-WPRE,1,2
20282,11758,mGL-WPRE,0,2
37628,20207,mGL-WPRE,2,3
56653,34212,mGL-WPRE,2,4
3423,1563,mGL-WPRE,2,2
33955,23217,mGL-WPRE,1,3
3904,1900,mGL-WPRE,1,1
17030,8484,mGL-WPRE,0,1
2276,1510,mGL-WPRE,2,4
32185,17446,mGL-WPRE,0,1
48967,23166,mGL-WPRE,2,3
334,209,mGL-WPRE,1,4
564,410,mGL-WPRE,0,2
61098,28192,mGL-WPRE,1,1
43868,17187,mGL-WPRE,2,1
7066,3728,mGL-WPRE,2,2
68446,39571,mGL-WPRE,1,2
56224,28144,mGL-WPRE,0,1
13371,8375,mGL-WPRE,0,1
25614,14825,mGL-WPRE,0,1
20285,8831,mGL-WPRE,1,3
581,380,mGL-WPRE,2,2
15815,8152,mGL-WPRE,1,1
5093,2892,mGL-WPRE,2,3
16053,7315,mGL-WPRE,2,2
159880,63086,mGL-WPRE,2,3
6664,3326,mGL-WPRE,0,2
15987,7861,mGL-WPRE,1,4
2432,1796,mGL-WPRE,2,3
297,193,mGL-WPRE,2,4
1079,794,mGL-WPRE,0,3
732,411,mGL-WPRE,0,2
46980,26864,mGL-WPRE,2,2
167,144,mGL-WPRE,2,4
434,270,mGL-WPRE,2,4
64,87,mGL-WPRE,1,1
17905,8644,mGL-WPRE,2,3
3260,1903,mGL-WPRE,0,3
53003,34456,mGL-WPRE,0,1
10302,5636,mGL-WPRE,0,1
5652,3571,mGL-WPRE,2,4
747,537,mGL-WPRE,0,2
2607,1854,mGL-WPRE,2,1
94,60,mGL-WPRE,0,1
38252,17460,mGL-WPRE,1,2
56076,27605,mGL-WPRE,1,2
449,408,mGL-WPRE,0,1
574,276,mGL-WPRE,1,1
5263,3279,mGL-WPRE,0,1
221788,82149,mGL-WPRE,2,1
58490,34078,mGL-WPRE,1,3
11203,8506,mGL-WPRE,1,1
3353,2169,mGL-WPRE,2,2
137,121,mGL-WPRE,0,1
37966,21322,mGL-WPRE,0,2
115,163,mGL-WPRE,0,2
14817,10356,mGL-WPRE,1,3
7803,4015,mGL-WPRE,2,1
438,303,mGL-WPRE,2,1
463,271,mGL-WPRE,2,4
44910,28218,mGL-WPRE,1,1
21259,12304,mGL-WPRE,2,2
6902,4208,mGL-WPRE,0,2
126788,76166,mGL-WPRE,1,2
5653,3193,mGL-WPRE,0,1
26673,13951,mGL-WPRE,0,1
29790,16176,mGL-WPRE,0,3
11400,8003,mGL-WPRE,1,3
15452,9067,mGL-WPRE,2,3
41,64,mGL-WPRE,0,3
21381,11289,mGL-WPRE,0,1
21690,12556,mGL-WPRE,2,2
5226,3068,mGL-WPRE,0,3
13554,7911,mGL-WPRE,1,3
1838,1259,mGL-WPRE,0,3
1542,948,mGL-WPRE,0,1
111,80,mGL-WPRE,0,1
1634,1151,mGL-WPRE,0,1
1910,848,mGL-WPRE,0,1
2897,1340,mGL-WPRE,0,2
6213,3954,mGL-WPRE,0,2
12060,7267,mGL-WPRE,0,2
118,76,mGL-WPRE,0,3
113,78,mGL-WPRE,1,2
16051,9725,mGL-WPRE,2,2
5988,3463,mGL-WPRE,1,2
81468,46766,mGL-WPRE,2,4
28886,17099,mGL-WPRE,0,2
58984,27201,mGL-WPRE,0,2
53,75,mGL-WPRE,2,1
18999,12881,mGL-WPRE,0,1
11520,6876,mGL-WPRE,0,1
5640,3362,mGL-WPRE,0,1
234,128,mGL-WPRE,0,2
31151,18395,mGL-WPRE,2,2
5,70,mGL-WPRE,2,4
38239,25740,mGL-WPRE,1,4
7848,4687,mGL-WPRE,0,2
888,536,mGL-WPRE,0,1
2211,1327,mGL-WPRE,0,2
1126,738,mGL-WPRE,0,1
17091,7592,mGL-WPRE,2,3
40812,25486,mGL-WPRE,1,2
47677,27162,mGL-WPRE,0,1
31266,18364,mGL-WPRE,0,3
3529,2408,mGL-WPRE,2,2
118588,57971,mGL-WPRE,2,3
23057,13443,mGL-WPRE,0,1
2427,1638,mGL-WPRE,0,3
256,120,mGL-WPRE,1,2
18887,6837,mGL-WPRE,2,1
8905,3742,mGL-WPRE,2,3
6264,4239,mGL-WPRE,1,4
660626,292289,mGL-WPRE,1,1
6,51,mGL-WPRE,1,4
22835,13376,mGL-WPRE,0,1
13482,7879,mGL-WPRE,2,2
23815,6189,mGL-WPRE,2,4
10573,6737,mGL-WPRE,1,2
5675,2835,mGL-WPRE,2,4
4065,2863,mGL-WPRE,1,4
39380,20723,mGL-WPRE,1,3
3357,1742,mGL-WPRE,2,3
1099,714,mGL-WPRE,0,1
124,104,mGL-WPRE,0,2
27560,16119,mGL-WPRE,2,1
3402,2306,mGL-WPRE,2,4
103597,58297,mGL-WPRE,1,4
154,66,mGL-WPRE,1,1
1621,1001,mGL-WPRE,0,2
2604,1309,mGL-WPRE,0,1
2613,1658,mGL-WPRE,0,3
564,393,mGL-WPRE,2,1
2425,1552,mGL-WPRE,1,2
20039,8560,mGL-WPRE,1,1
9565,6754,mGL-WPRE,1,4
31791,17152,mGL-WPRE,2,3
444,341,mGL-WPRE,1,1
12478,7542,mGL-WPRE,2,3
29578,15355,mGL-WPRE,0,2
10501,6871,mGL-WPRE,1,2
6970,4925,mGL-WPRE,2,3
14165,6860,mGL-WPRE,1,1
98612,44356,mGL-WPRE,1,2
49983,26474,mGL-WPRE,0,3
5728,3182,mGL-WPRE,0,3
28349,9518,mGL-WPRE,1,1
2721,1298,mGL-WPRE,2,1
7514,2009,mGL-WPRE,0,3
111,91,mGL-WPRE,1,2
8645,5510,mGL-WPRE,0,1
33041,24918,mGL-WPRE,1,3
23712,13252,mGL-WPRE,0,3
9923,5199,mGL-WPRE,0,1
902,440,mGL-WPRE,2,3
1827,985,mGL-WPRE,0,3
73,70,mGL-WPRE,2,3
33776,16802,mGL-WPRE,1,1
7973,4622,mGL-WPRE,0,2
850,444,mGL-WPRE,2,4
7046,3295,mGL-WPRE,2,2
52636,32063,mGL-WPRE,2,3
38027,17145,mGL-WPRE,2,2
11774,8152,mGL-WPRE,0,3
34721,20915,mGL-WPRE,0,2
1255,789,mGL-WPRE,0,3
2176,1497,mGL-WPRE,2,4
5394,3785,mGL-WPRE,0,3
4374,2882,mGL-WPRE,1,2
4010,2019,mGL-WPRE,2,1
1958,1088,mGL-WPRE,0,2
7256,5290,mGL-WPRE,1,4
18324,12619,mGL-WPRE,0,2
13621,7513,mGL-WPRE,0,3
10652,4044,mGL-WPRE,2,3
7144,4775,mGL-WPRE,0,1
3324,2087,mGL-WPRE,0,3
53283,35968,mGL-WPRE,1,4
5670,3731,mGL-WPRE,0,1
2680,1168,mGL-WPRE,2,2
376,305,mGL-WPRE,0,2
25667,15777,mGL-WPRE,1,2
1638,1196,mGL-WPRE,2,3
95312,49208,mGL-WPRE,1,2
64242,27259,mGL-WPRE,2,4
20693,10533,mGL-WPRE,0,1
24630,12799,mGL-WPRE,0,1
16615,9329,mGL-WPRE,0,1
2718,1224,mGL-WPRE,1,1
58,58,mGL-WPRE,0,3
6996,4032,mGL-WPRE,2,4
1753,1125,mGL-WPRE,0,3
345,293,mGL-WPRE,0,2
16753,11982,mGL-WPRE,1,2
34902,20687,mGL-WPRE,0,2
1220,732,mGL-WPRE,2,2
65,130,mGL-WPRE,2,3
139,83,mGL-WPRE,0,2
67,73,mGL-WPRE,2,3
1631,876,mGL-WPRE,2,3
63215,28995,mGL-WPRE,0,2
69903,40942,mGL-WPRE,1,3
8823,4220,mGL-WPRE,2,4
314,204,mGL-WPRE,0,3
43481,32553,mGL-WPRE,1,4
21446,14425,mGL-WPRE,1,2
24306,12718,mGL-WPRE,2,3
213,105,mGL-WPRE,2,3
12788,7550,mGL-WPRE,2,1
19132,11094,mGL-WPRE,0,2
15503,11092,mGL-WPRE,1,1
97882,40457,mGL-WPRE,2,1
18259,12521,mGL-WPRE,0,3
7872,4320,mGL-WPRE,2,3
9365,6742,mGL-WPRE,0,3
20978,12769,mGL-WPRE,2,4
17638,10884,mGL-WPRE,1,2
10569,6427,mGL-WPRE,0,3
3330,2391,mGL-WPRE,2,2
14055,8913,mGL-WPRE,2,2
9807,4761,mGL-WPRE,0,1
3582,2250,mGL-WPRE,2,1
3,41,mGL-WPRE,0,3
785,471,mGL-WPRE,1,4
7374,3685,mGL-WPRE,1,1
32139,17186,mGL-WPRE,1,1
264,103,mGL-WPRE,0,2
36611,23667,mGL-WPRE,2,4
15332,9897,mGL-WPRE,2,4
191,108,mGL-WPRE,0,3
36703,14148,mGL-WPRE,1,3
53110,21907,mGL-WPRE,0,1
41906,21711,mGL-WPRE,2,3
11851,6748,mGL-WPRE,1,4
36065,21376,mGL-WPRE,0,2
47670,28703,mGL-WPRE,0,3
36726,17923,mGL-WPRE,2,1
119,184,mGL-WPRE,0,2
165,93,mGL-WPRE,0,1
2520,1414,mGL-WPRE,0,1
26233,13637,mGL-WPRE,2,4
487,257,mGL-WPRE,2,3
7696,4946,mGL-WPRE,2,3
5729,3545,mGL-WPRE,0,3
573,256,mGL-WPRE,0,1
8559,4450,mGL-WPRE,0,2
19074,9700,mGL-WPRE,0,3
19653,9864,mGL-WPRE,0,3
95,90,mGL-WPRE,1,3
47779,29229,mGL-WPRE,0,1
184023,115144,mGL-WPRE,1,2
220,112,mGL-WPRE,2,3
35,71,mGL-WPRE,1,2
9802,1879,mGL-WPRE,2,1
120109,47162,mGL-WPRE,2,4
1220,708,mGL-WPRE,0,3
1868,1210,mGL-WPRE,0,1
13995,7761,mGL-WPRE,0,2
4265,2336,mGL-WPRE,2,3
51233,30852,mGL-WPRE,1,2
545,331,mGL-WPRE,0,1
4255,1711,mGL-WPRE,1,4
22232,12517,mGL-WPRE,1,3
5145,2988,mGL-WPRE,2,1
27184,14463,mGL-WPRE,0,2
7069,5025,mGL-WPRE,0,2
8142,4646,mGL-WPRE,2,3
109935,46816,mGL-WPRE,2,2
29519,13784,mGL-WPRE,0,1
26882,17603,mGL-WPRE,2,4
308,208,mGL-WPRE,1,4
60,72,mGL-WPRE,0,2
6984,2958,mGL-WPRE,0,2
41428,26669,mGL-WPRE,0,3
37703,21210,mGL-WPRE,1,1
13246,7518,mGL-WPRE,1,1
44,102,mGL-WPRE,2,2
33007,15328,mGL-WPRE,0,1
37116,23226,mGL-WPRE,1,4
39517,23966,mGL-WPRE,1,1
36975,17425,mGL-WPRE,2,1
40605,22816,mGL-WPRE,1,1
7839,4218,mGL-WPRE,2,3
31242,22405,mGL-WPRE,1,4
3417,2267,mGL-WPRE,0,3
6711,4206,mGL-WPRE,0,2
95,86,mGL-WPRE,2,2
14,115,mGL-WPRE,1,2
391,256,mGL-WPRE,0,3
378,240,mGL-WPRE,2,4
15763,9013,mGL-WPRE,2,3
15112,6755,mGL-WPRE,2,2
158,95,mGL-WPRE,2,1
40486,14041,mGL-WPRE,2,4
13312,7864,mGL-WPRE,2,1
223,195,mGL-WPRE,1,4
72645,41342,mGL-WPRE,1,4
1523,927,mGL-WPRE,0,3
3,79,mGL-WPRE,0,1
50232,25196,mGL-WPRE,1,2
40,53,mGL-WPRE,0,1
105,114,mGL-WPRE,0,2
27840,14261,mGL-WPRE,2,2
181,116,mGL-WPRE,0,2
5595,2911,mGL-WPRE,2,2
46078,18209,mGL-WPRE,2,1
870,503,mGL-WPRE,2,2
8410,4734,mGL-WPRE,0,2
1433,720,mGL-WPRE,0,2
30496,15296,mGL-WPRE,2,1
550,296,mGL-WPRE,1,4
4221,3047,mGL-WPRE,1,2
9064,4925,mGL-WPRE,2,2
1024,678,mGL-WPRE,0,1
22981,9298,mGL-WPRE,0,1
1403,898,mGL-WPRE,1,2
2855,1426,mGL-WPRE,1,1
437,344,mGL-WPRE,2,4
5567,3288,mGL-WPRE,2,4
5244,2386,mGL-WPRE,1,4
3250,2217,mGL-WPRE,0,2
269,107,mGL-WPRE,2,2
22678,13894,mGL-WPRE,0,3
500,317,mGL-WPRE,2,3
1319,787,mGL-WPRE,0,2
21221,14097,mGL-WPRE,2,2
4065,1664,mGL-WPRE,0,2
151023,51460,mGL-WPRE,2,2
335,149,mGL-WPRE,1,1
112,87,mGL-WPRE,0,3
12877,8920,mGL-WPRE,0,1
501,329,mGL-WPRE,2,4
15350,10705,mGL-WPRE,0,3
35954,16853,mGL-WPRE,1,3
57402,28686,mGL-WPRE,2,2
26012,14507,mGL-WPRE,2,3
50,59,mGL-WPRE,0,2
3325,1653,mGL-WPRE,2,1
12949,8050,mGL-WPRE,1,4
343,256,mGL-WPRE,1,4
228,117,mGL-WPRE,0,1
1650,781,mGL-WPRE,0,1
11380,7577,mGL-WPRE,1,3
84209,44564,mGL-WPRE,1,4
143,157,mGL-WPRE,0,2
2419,1973,mGL-WPRE,0,2
12389,7071,mGL-WPRE,2,3
403,357,mGL-WPRE,1,4
669,359,mGL-WPRE,1,4
8736,4620,mGL-WPRE,0,3
6388,3808,mGL-WPRE,1,4
4193,2312,mGL-WPRE,0,1
11979,8240,mGL-WPRE,1,1
51813,28623,mGL-WPRE,0,3
10653,7669,mGL-WPRE,0,3
58096,29161,mGL-WPRE,2,1
19380,10930,mGL-WPRE,2,3
6347,3508,mGL-WPRE,0,1
231,143,mGL-WPRE,2,4
4258,1632,mGL-WPRE,0,3
221,112,mGL-WPRE,1,2
30590,16204,mGL-WPRE,2,1
2588,1799,mGL-WPRE,0,1
16789,11102,mGL-WPRE,0,2
13496,10146,mGL-WPRE,1,3
65609,31617,mGL-WPRE,0,1
29,64,mGL-WPRE,0,2
103,68,mGL-WPRE,0,1
14346,9615,mGL-WPRE,1,3
32242,19858,mGL-WPRE,1,2
63518,34287,mGL-WPRE,2,2
35749,24830,mGL-WPRE,1,2
17221,11073,mGL-WPRE,1,1
282,95,mGL-WPRE,2,4
2042,1670,mGL-WPRE,2,1
7688,4380,mGL-WPRE,1,4
1611,1086,mGL-WPRE,0,2
7957,3794,mGL-WPRE,0,3
2718,1951,mGL-WPRE,0,3
167,118,mGL-WPRE,0,1
186,166,mGL-WPRE,1,2
30268,14411,mGL-WPRE,2,1
13317,8944,mGL-WPRE,1,4
7360,5278,mGL-WPRE,1,4
3041,1735,mGL-WPRE,0,3
409,222,mGL-WPRE,2,2
434,274,mGL-WPRE,0,2
363,174,mGL-WPRE,0,1
64696,30359,mGL-WPRE,1,2
4833,2099,mGL-WPRE,0,2
39589,23358,mGL-WPRE,0,2
237,186,mGL-WPRE,0,3
1217,618,mGL-WPRE,0,1
3069,1883,mGL-WPRE,0,2
2767,1798,mGL-WPRE,0,3
8960,5903,mGL-WPRE,0,2
3969,2550,mGL-WPRE,2,4
6936,4588,mGL-WPRE,1,3
9046,5219,mGL-WPRE,0,3
51,135,mGL-WPRE,2,2
3796,1973,mGL-WPRE,0,3
6510,4096,mGL-WPRE,1,2
3709,2081,mGL-WPRE,2,4
23189,14381,mGL-WPRE,2,3
37608,19176,mGL-WPRE,1,1
10511,5761,mGL-WPRE,2,3
14989,11321,mGL-WPRE,1,2
43740,28809,mGL-WPRE,1,4
72,69,mGL-WPRE,0,1
4051,2791,mGL-WPRE,1,1
677,436,mGL-WPRE,2,4
42,96,mGL-WPRE,0,3
33344,24166,mGL-WPRE,1,2
83,81,mGL-WPRE,1,1
66568,28298,mGL-WPRE,0,3
48365,34420,mGL-WPRE,1,2
2656,1491,mGL-WPRE,0,2
4148,2269,mGL-WPRE,0,1
1250,921,mGL-WPRE,1,1
12856,7506,mGL-WPRE,2,1
4809,3406,mGL-WPRE,1,2
32848,17792,mGL-WPRE,1,1
7344,4214,mGL-WPRE,0,2
24576,12678,mGL-WPRE,2,4
250,217,mGL-WPRE,2,2
3993,2071,mGL-WPRE,0,2
15597,10720,mGL-WPRE,0,3
11494,7045,mGL-WPRE,1,2
186,63,mGL-WPRE,2,2
7881,4850,mGL-WPRE,2,2
32338,18141,mGL-WPRE,2,3
47336,31077,mGL-WPRE,2,1
14670,7761,mGL-WPRE,2,1
3451,1147,mGL-WPRE,2,2
222,110,mGL-WPRE,0,2
7415,5530,mGL-WPRE,0,2
284,158,mGL-WPRE,0,3
141228,88104,mGL-WPRE,1,4
1440,887,mGL-WPRE,0,2
786,545,mGL-WPRE,0,3
18734,11994,mGL-WPRE,2,2
22317,15237,mGL-WPRE,1,4
11538,7338,mGL-WPRE,1,1
3403,2286,mGL-WPRE,2,1
9797,6191,mGL-WPRE,2,3
31,186,mGL-WPRE,0,2
88752,29201,mGL-WPRE,2,2
15974,10436,mGL-WPRE,0,2
89989,43577,mGL-WPRE,1,4
13267,9474,mGL-WPRE,0,1
15006,9169,mGL-WPRE,2,2
2006,1507,mGL-WPRE,2,2
106,72,mGL-WPRE,0,2
1819,1055,mGL-WPRE,0,1
336,81,mGL-WPRE,0,2
7346,4508,mGL-WPRE,2,4
4171,2742,mGL-WPRE,0,1
398,182,mGL-WPRE,0,3
76495,41482,mGL-WPRE,2,1
335,298,mGL-WPRE,1,2
3997,2771,mGL-WPRE,0,3
11524,6416,mGL-WPRE,2,4
4507,2851,mGL-WPRE,0,2
31364,21433,mGL-WPRE,1,2
11112,6423,mGL-WPRE,0,3
1666,1016,mGL-WPRE,1,1
11794,7180,mGL-WPRE,0,1
23306,12392,mGL-WPRE,2,1
17371,9290,mGL-WPRE,1,2
35,81,mGL-WPRE,0,2
222,189,mGL-WPRE,1,4
26646,14691,mGL-WPRE,0,2
29991,15119,mGL-WPRE,2,1
149576,63766,mGL-WPRE,1,2
11605,6915,mGL-WPRE,0,2
20721,9170,mGL-WPRE,0,2
18550,10184,mGL-WPRE,0,2
61556,33643,mGL-WPRE,2,1
21095,10986,mGL-WPRE,2,1
2969,1896,mGL-WPRE,0,1
31795,18445,mGL-WPRE,2,4
450,156,mGL-WPRE,0,1
45366,24839,mGL-WPRE,2,1
1822,1285,mGL-WPRE,2,1
11125,6220,mGL-WPRE,0,1
21,54,mGL-WPRE,2,4
12201,8190,mGL-WPRE,2,1
681,295,mGL-WPRE,2,2
2617,1601,mGL-WPRE,0,1
4540,3015,mGL-WPRE,0,1
3260,2377,mGL-WPRE,1,2
19040,10398,mGL-WPRE,2,3
169732,78195,mGL-WPRE,2,1
9838,6423,mGL-WPRE,2,4
9,68,mGL-WPRE,2,1
14791,9007,mGL-WPRE,0,3
3887,2563,mGL-WPRE,0,3
448,200,mGL-WPRE,2,4
26778,15185,mGL-WPRE,2,2
11553,8144,mGL-WPRE,1,1
38572,25893,mGL-WPRE,2,3
4096,1813,mGL-WPRE,2,4
1173,680,mGL-WPRE,2,2
19842,11103,mGL-WPRE,0,3
19634,11961,mGL-WPRE,1,1
93650,56557,mGL-WPRE,1,4
32391,16922,mGL-WPRE,2,3
114,87,mGL-WPRE,1,4
658,303,mGL-WPRE,2,1
57171,28877,mGL-WPRE,1,1
153557,76886,mGL-WPRE,2,2
21976,9325,mGL-WPRE,2,3
66,85,mGL-WPRE,2,1
5426,2955,mGL-WPRE,0,2
41096,23937,mGL-WPRE,0,2
17019,8856,mGL-WPRE,2,4
27009,11305,mGL-WPRE,2,3
39312,26595,mGL-WPRE,2,4
19848,9676,mGL-WPRE,2,3
43723,22868,mGL-WPRE,0,1
6933,4607,mGL-WPRE,1,2
62830,42931,mGL-WPRE,1,2
24813,15591,mGL-WPRE,0,3
28601,15166,mGL-WPRE,2,3
17235,10318,mGL-WPRE,2,3
25497,10116,mGL-WPRE,0,3
9293,5081,mGL-WPRE,0,3
126,107,mGL-WPRE,0,2
247,161,mGL-WPRE,0,2
203,221,mGL-WPRE,0,3
39043,25927,mGL-WPRE,1,2
27011,12711,mGL-WPRE,2,4
21026,13190,mGL-WPRE,2,1
58447,31037,mGL-WPRE,1,1
13885,9447,mGL-WPRE,0,2
40385,24817,mGL-WPRE,1,3
228,218,mGL-WPRE,0,2
82,90,mGL-WPRE,1,4
8536,6429,mGL-WPRE,0,2
437,319,mGL-WPRE,1,4
2659,1393,mGL-WPRE,1,3
118030,61214,mGL-WPRE,1,3
14427,9407,mGL-WPRE,0,1
5812,3474,mGL-WPRE,2,2
75146,43802,mGL-WPRE,1,4
7305,5565,mGL-WPRE,2,4
42496,20242,mGL-WPRE,0,2
680,521,mGL-WPRE,2,2
27494,19047,mGL-WPRE,1,1
48,68,mGL-WPRE,1,4
10555,6767,mGL-WPRE,0,2
1812,1025,mGL-WPRE,0,3
17460,8884,mGL-WPRE,0,1
292,107,mGL-WPRE,0,2
2523,1705,mGL-WPRE,0,1
6489,3815,mGL-WPRE,0,1
20734,9558,mGL-WPRE,0,1
14266,8293,mGL-WPRE,0,2
41010,28829,mGL-WPRE,1,2
2605,1845,mGL-WPRE,2,3
14,35,mGL-WPRE,0,2
31164,21804,mGL-WPRE,0,3
4584,2016,mGL-WPRE,0,3
33,54,mGL-WPRE,0,1
4722,2797,mGL-WPRE,0,2
27195,14343,mGL-WPRE,2,4
7278,4949,mGL-WPRE,0,1
69608,42670,mGL-WPRE,2,1
64289,33333,mGL-WPRE,2,2
30809,16453,mGL-WPRE,2,4
35752,13612,mGL-WPRE,0,3
6808,3806,mGL-WPRE,0,3
69,50,mGL-WPRE,0,2
16676,5798,mGL-WPRE,2,4
61,168,mGL-WPRE,2,3
5681,3091,mGL-WPRE,2,1
34,87,mGL-WPRE,2,4
58904,34112,mGL-WPRE,1,1
34613,23018,mGL-WPRE,1,4
2527,1648,mGL-WPRE,0,3
16215,8297,mGL-WPRE,0,1
21905,11171,mGL-WPRE,0,1
40152,21774,mGL-WPRE,0,2
696,431,mGL-WPRE,0,1
4985,3307,mGL-WPRE,0,3
53683,31431,mGL-WPRE,2,4
2435,1122,mGL-WPRE,0,1
265,173,mGL-WPRE,1,1
264,135,mGL-WPRE,0,1
95,77,mGL-WPRE,2,2
32141,14954,mGL-WPRE,0,3
23820,16199,mGL-WPRE,1,1
2167,852,mGL-WPRE,0,1
554,287,mGL-WPRE,2,4
10503,6579,mGL-WPRE,0,1
563,366,mGL-WPRE,0,3
2614,1105,mGL-WPRE,0,1
1407,919,mGL-WPRE,0,2
142226,71979,mGL-WPRE,2,3
16662,10596,mGL-WPRE,2,4
1084,706,mGL-WPRE,2,2
6605,4457,mGL-WPRE,1,2
46481,23323,mGL-WPRE,0,1
63163,32999,mGL-WPRE,2,3
273287,145723,mGL-WPRE,2,1
1597,1117,mGL-WPRE,2,1
4388,3384,mGL-WPRE,0,2
19943,9299,mGL-WPRE,2,2
12857,7595,mGL-WPRE,0,1
39872,18224,mGL-WPRE,2,2
177,125,mGL-WPRE,2,3
4043,2416,mGL-WPRE,0,3
31720,16293,mGL-WPRE,2,2
519,406,mGL-WPRE,0,2
60295,33838,mGL-WPRE,0,1
8414,3433,mGL-WPRE,0,1
80820,48345,mGL-WPRE,2,4
4161,2849,mGL-WPRE,1,3
223,106,mGL-WPRE,2,4
240,190,mGL-WPRE,1,3
165,54,mGL-WPRE,0,1
57479,24783,mGL-WPRE,2,3
99,54,mGL-WPRE,1,1
10530,6307,mGL-WPRE,0,3
21051,9574,mGL-WPRE,1,1
19795,11360,mGL-WPRE,2,4
44595,31574,mGL-WPRE,1,1
20662,9674,mGL-WPRE,2,4
2469,1594,mGL-WPRE,2,2
4109,2947,mGL-WPRE,0,3
13663,9436,mGL-WPRE,0,1
9395,6049,mGL-WPRE,0,3
1872,1367,mGL-WPRE,0,3
8991,4648,mGL-WPRE,0,2
193,93,mGL-WPRE,2,2
78,89,mGL-WPRE,2,1
5829,2651,mGL-WPRE,0,3
2944,1946,mGL-WPRE,0,2
12365,8827,mGL-WPRE,0,3
124,77,mGL-WPRE,0,2
135,70,mGL-WPRE,0,1
5184,2116,mGL-WPRE,2,2
382,362,mGL-WPRE,2,2
4,76,mGL-WPRE,1,1
19436,9406,mGL-WPRE,1,3
17394,11819,mGL-WPRE,1,2
5770,3623,mGL-WPRE,0,3
23732,15144,mGL-WPRE,0,2
132956,42993,mGL-WPRE,2,3
54739,37784,mGL-WPRE,2,4
3751,1611,mGL-WPRE,2,4
404,226,mGL-WPRE,2,2
6495,4600,mGL-WPRE,0,1
9447,6145,mGL-WPRE,0,3
13948,8424,mGL-WPRE,2,2
22019,10814,mGL-WPRE,1,3
420,207,mGL-WPRE,2,3
88097,54983,mGL-WPRE,1,2
32891,19293,mGL-WPRE,1,1
4716,2644,mGL-WPRE,0,3
28312,20193,mGL-WPRE,0,3
24563,11946,mGL-WPRE,2,3
